gene/TE	cytoplasmic_dmso_3hrs_1	cytoplasmic_dmso_3hrs_2	cytoplasmic_dmso_3hrs_3	cytoplasmic_kpt185_3hrs_1	cytoplasmic_kpt185_3hrs_2	cytoplasmic_kpt185_3hrs_3	nuclear_dmso_3hrs_1	nuclear_dmso_3hrs_2	nuclear_dmso_3hrs_3	nuclear_kpt185_3hrs_1	nuclear_kpt185_3hrs_2	nuclear_kpt185_3hrs_3
"ENSG00000012779.12"	19	15	20	13	34	14	5	10	17	5	28	7
"ENSG00000012817.16"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000012822.16"	437	299	381	349	563	376	181	192	257	395	647	322
"ENSG00000012963.15"	2395	1485	2124	1460	2275	1640	394	369	473	472	710	379
"ENSG00000012983.12"	1394	934	1267	1052	1643	1208	572	579	645	731	1033	585
"ENSG00000013016.16"	346	195	264	192	340	255	84	67	106	89	133	81
"ENSG00000013275.8"	4946	3016	4220	2798	4510	3181	798	742	1001	993	1422	734
"ENSG00000013288.9"	379	230	283	215	432	249	293	251	323	317	446	236
"ENSG00000013293.6"	0	1	0	0	1	0	0	0	0	0	1	0
"ENSG00000013297.12"	0	1	0	0	0	0	0	0	4	1	4	1
"ENSG00000013306.16"	3973	2430	3405	2620	4259	3002	665	583	723	708	1080	579
"ENSG00000013364.19"	128	67	122	74	144	87	46	44	60	72	104	57
"ENSG00000013374.17"	2992	1717	2443	1977	2928	2151	544	568	756	859	1225	631
"ENSG00000013375.16"	2360	1550	2135	1589	2318	1778	671	721	818	1012	1445	840
"ENSG00000013392.8"	253	171	243	169	281	205	89	89	119	115	167	103
"ENSG00000013441.17"	499	311	431	527	774	546	438	445	516	830	1203	666
"ENSG00000013503.10"	1244	780	1018	708	1107	758	348	354	483	324	534	287
"ENSG00000013523.11"	625	385	535	380	654	432	517	515	582	633	787	470
"ENSG00000013561.18"	1621	1083	1490	1069	1532	1152	326	309	405	375	604	307
"ENSG00000013563.14"	763	498	701	539	885	581	116	132	150	202	262	143
"ENSG00000013573.17"	1828	986	1485	1063	1682	1177	1191	1168	1390	1465	2373	1158
"ENSG00000013583.10"	691	390	543	456	641	523	116	116	142	153	219	145
"ENSG00000013588.9"	505	314	415	318	539	409	293	345	404	317	510	251
"ENSG00000013619.15"	373	215	311	213	319	196	104	76	85	71	128	75
"ENSG00000013725.14"	0	0	0	2	0	0	0	0	0	0	0	0
"ENSG00000013810.21"	2835	1594	2279	1596	2589	1700	651	689	886	813	1347	702
"ENSG00000014123.10"	633	467	539	599	953	723	794	892	973	1159	1546	947
"ENSG00000014138.9"	848	501	683	464	767	521	268	284	307	270	491	213
"ENSG00000014164.7"	816	443	679	376	581	466	125	117	196	152	240	112
"ENSG00000014216.16"	1726	1113	1460	1065	1872	1192	288	300	394	405	594	293
"ENSG00000014257.16"	10	4	17	8	20	11	12	9	8	9	17	9
"ENSG00000014641.21"	2243	1385	1802	1434	2159	1686	519	490	636	784	1032	621
"ENSG00000014824.14"	2752	1718	2420	1979	2902	2064	460	472	588	618	802	490
"ENSG00000014914.21"	17	13	18	21	31	12	23	25	24	51	74	32
"ENSG00000014919.13"	1985	1256	1759	1342	2202	1479	405	407	557	628	846	487
"ENSG00000015133.20"	1078	596	814	532	903	576	301	299	397	278	488	228
"ENSG00000015153.15"	697	455	600	442	632	509	370	355	371	396	540	288
"ENSG00000015171.20"	1420	978	1282	980	1531	1056	299	319	376	366	577	310
"ENSG00000015285.11"	18	5	13	10	26	9	2	4	15	6	11	7
"ENSG00000015413.10"	2	1	0	0	2	1	0	0	1	0	4	1
"ENSG00000015475.19"	1257	685	1017	811	1327	909	167	185	246	256	382	236
"ENSG00000015479.20"	7484	4898	6394	5652	7897	5915	2554	2697	3257	3880	5396	3108
"ENSG00000015520.15"	67	42	47	42	72	45	39	35	35	44	61	33
"ENSG00000015532.10"	626	386	553	389	651	405	492	486	612	615	801	454
"ENSG00000015568.13"	220	246	287	215	220	178	278	329	383	311	497	275
"ENSG00000015592.17"	3	2	5	1	4	2	0	0	1	0	0	2
"ENSG00000015676.18"	2088	1216	1741	1334	2180	1426	694	730	816	898	1331	714
"ENSG00000016082.15"	51	33	52	54	87	39	22	24	23	23	52	27
"ENSG00000016391.11"	825	473	693	442	717	471	224	221	293	250	368	217
"ENSG00000016402.14"	33	33	38	35	49	40	5	12	14	12	14	6
"ENSG00000016490.16"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000016602.9"	0	1	0	0	0	0	0	2	0	0	1	0
"ENSG00000016864.19"	440	285	382	283	406	308	254	294	317	343	406	225
"ENSG00000017260.20"	1530	1013	1313	1181	1724	1225	765	783	902	967	1309	778
"ENSG00000017427.17"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000017483.16"	0	1	3	0	2	2	1	2	4	4	2	3
"ENSG00000017797.13"	2281	1284	1896	1814	2609	1902	276	257	365	418	625	368
"ENSG00000018189.13"	904	526	801	673	1043	704	781	811	911	1106	1518	801
"ENSG00000018236.15"	537	376	492	417	617	497	316	360	407	436	625	328
"ENSG00000018280.17"	5	2	7	3	8	7	4	4	1	4	8	1
"ENSG00000018408.15"	1938	1168	1705	1503	2355	1679	312	302	377	474	704	380
"ENSG00000018510.18"	2582	1636	2143	1763	2526	1872	674	663	806	816	1147	626
"ENSG00000018607.8"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000018610.15"	813	503	743	589	819	613	115	117	178	159	272	147
"ENSG00000018625.15"	0	0	1	0	0	1	0	1	0	0	0	0
"ENSG00000018699.13"	803	553	716	525	859	559	269	255	287	353	469	258
"ENSG00000018869.18"	165	107	152	97	151	91	59	83	78	77	98	55
"ENSG00000019102.12"	0	1	1	0	0	0	0	2	0	1	0	2
"ENSG00000019144.20"	588	386	526	383	657	394	260	227	278	302	427	226
"ENSG00000019169.11"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000019186.10"	33	9	16	10	23	22	10	7	17	13	10	6
"ENSG00000019485.14"	265	174	203	187	259	224	81	82	103	112	144	91
"ENSG00000019505.8"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000019549.13"	17	6	7	9	15	9	3	4	6	7	10	2
"ENSG00000019582.17"	1	7	6	3	3	2	1	1	0	4	5	3
"ENSG00000019991.18"	14	18	25	10	32	9	14	10	19	25	13	13
"ENSG00000019995.6"	1154	784	1089	745	1267	831	267	338	361	403	683	339
"ENSG00000020129.16"	1787	1084	1659	902	1618	1105	425	441	534	522	745	361
"ENSG00000020181.18"	421	248	413	252	406	267	169	160	185	132	214	115
"ENSG00000020219.9"	0	0	0	0	1	0	1	0	0	0	1	0
"ENSG00000020256.20"	1286	779	1140	766	1329	892	305	335	387	325	572	304
"ENSG00000020426.11"	704	400	618	567	855	556	218	205	243	254	436	284
"ENSG00000020577.14"	510	309	472	410	704	447	242	234	303	366	484	248
"ENSG00000020633.19"	1074	640	836	745	1128	844	172	182	256	216	366	203
"ENSG00000020922.13"	2357	1412	2037	1707	2598	1896	817	850	993	1305	1910	1121
"ENSG00000021300.14"	71	56	73	62	83	68	8	12	15	15	22	13
"ENSG00000021355.13"	387	246	318	268	391	285	61	69	66	83	96	74
"ENSG00000021461.18"	0	2	0	0	0	0	0	0	2	0	0	1
"ENSG00000021488.13"	4	2	6	2	3	5	5	5	8	6	22	5
"ENSG00000021574.13"	1029	686	976	681	1035	754	244	243	292	290	423	212
"ENSG00000021645.20"	775	482	652	551	1014	637	593	599	674	716	1218	638
"ENSG00000021762.20"	330	207	301	224	345	238	137	112	139	178	247	115
"ENSG00000021776.11"	2416	1562	2090	1632	2524	1807	827	920	1044	1082	1552	894
"ENSG00000021826.18"	971	605	810	740	1195	889	468	476	534	632	848	509
"ENSG00000021852.13"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000022267.19"	5671	3794	5113	4210	6439	4817	816	805	941	1129	1532	908
"ENSG00000022277.13"	964	559	827	636	1011	709	158	151	211	223	320	185
"ENSG00000022355.18"	0	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000022556.16"	4	1	6	4	2	4	0	1	0	0	1	0
"ENSG00000022567.10"	253	144	214	127	209	148	73	73	91	60	110	51
"ENSG00000022840.17"	5172	3057	4665	3457	5456	3777	649	687	841	939	1417	806
"ENSG00000022976.16"	761	429	594	414	686	480	326	394	393	407	587	361
"ENSG00000023041.12"	1181	786	976	900	1372	986	667	698	719	897	1265	707
"ENSG00000023171.20"	377	209	305	213	336	236	167	188	204	173	322	174
"ENSG00000023191.17"	2272	1351	1959	1319	2190	1506	414	364	511	440	707	363
"ENSG00000023228.14"	5262	3311	4438	3360	4844	3500	1103	1156	1507	1513	2052	1094
"ENSG00000023287.13"	2283	1470	2038	1863	2905	2077	457	492	624	857	1215	688
"ENSG00000023318.9"	500	305	423	414	626	410	471	496	610	702	907	532
"ENSG00000023330.15"	829	512	736	465	775	460	141	167	221	197	317	179
"ENSG00000023445.16"	33	23	32	39	59	34	16	12	12	17	20	5
"ENSG00000023516.9"	2294	1501	2019	1529	2433	1695	837	785	997	1020	1515	858
"ENSG00000023572.10"	524	372	499	376	462	367	127	115	148	130	202	111
"ENSG00000023608.5"	227	132	197	262	352	276	68	63	88	136	164	99
"ENSG00000023697.13"	658	395	599	441	662	518	125	126	154	145	242	130
"ENSG00000023734.11"	5513	3502	4744	3948	5610	4049	708	688	866	923	1196	735
"ENSG00000023839.12"	28	17	18	19	37	20	21	30	34	36	76	33
"ENSG00000023892.11"	20	10	10	16	34	16	5	8	11	13	10	5
"ENSG00000023902.14"	360	259	292	262	422	263	133	144	158	190	264	171
"ENSG00000023909.10"	1613	1111	1487	1002	1554	1111	332	297	354	424	636	328
"ENSG00000024048.11"	1832	1237	1606	1243	1935	1317	694	770	851	985	1337	719
"ENSG00000024422.12"	9	9	8	9	6	6	0	2	1	2	5	0
"ENSG00000024526.17"	3283	2180	2991	2932	4452	3179	958	1011	1175	1538	1965	1140
"ENSG00000024862.18"	407	235	332	446	723	507	69	56	58	146	216	108
"ENSG00000025039.15"	1821	1200	1695	1499	2285	1606	214	238	320	391	543	314
"ENSG00000025156.13"	939	583	928	627	1006	817	359	413	470	536	746	454
"ENSG00000025293.17"	1361	824	1124	943	1298	998	344	318	403	417	692	362
"ENSG00000025423.11"	27	26	25	26	33	24	5	14	16	21	39	18
"ENSG00000025434.19"	194	117	146	132	200	137	41	69	70	71	115	73
"ENSG00000025708.14"	18	8	8	18	29	15	0	6	1	3	17	7
"ENSG00000025770.19"	1602	1010	1417	1048	1644	1216	351	372	459	583	900	489
"ENSG00000025772.8"	1388	843	1190	880	1375	1014	183	189	275	275	377	219
"ENSG00000025796.14"	2968	2061	2563	2318	3467	2467	1252	1299	1651	1599	2209	1261
"ENSG00000025800.14"	7109	4497	6072	4799	7539	5198	1403	1436	1850	2165	2937	1544
"ENSG00000026025.16"	17004	11131	14820	12656	18417	13927	3476	3499	4600	5309	7198	4413
"ENSG00000026036.22"	281	155	225	154	261	164	121	141	143	154	245	100
"ENSG00000026103.23"	325	238	340	287	484	329	250	276	325	483	613	355
"ENSG00000026297.17"	287	159	235	180	310	217	201	245	236	273	503	229
"ENSG00000026508.21"	258	189	244	210	336	253	146	158	207	228	316	188
"ENSG00000026559.14"	284	210	271	140	243	184	88	74	88	74	103	60
"ENSG00000026652.15"	230	149	212	168	252	188	330	295	380	434	725	362
"ENSG00000026751.17"	1	2	0	0	0	1	0	0	0	1	0	0
"ENSG00000026950.17"	135	74	119	135	203	141	66	98	95	153	247	113
"ENSG00000027001.10"	522	365	452	363	578	404	141	169	191	170	269	164
"ENSG00000027075.17"	575	320	520	384	602	439	158	145	191	173	264	121
"ENSG00000027644.5"	2	2	1	3	1	0	1	1	1	2	4	1
"ENSG00000027697.15"	368	237	356	263	348	259	253	285	307	303	474	229
"ENSG00000027847.14"	530	289	444	255	507	347	140	132	154	130	218	119
"ENSG00000027869.12"	0	3	3	4	0	6	1	1	2	1	3	1
"ENSG00000028116.18"	383	243	406	324	447	344	93	80	115	137	246	114
"ENSG00000028137.19"	1	0	1	1	1	0	0	0	0	1	0	0
"ENSG00000028203.19"	2557	1634	2343	2022	3066	2209	945	1033	1127	1343	1785	988
"ENSG00000028277.22"	19	11	32	11	24	15	19	19	21	19	35	23
"ENSG00000028310.18"	842	461	667	507	725	508	444	487	513	484	814	387
"ENSG00000028528.15"	1954	1166	1549	1288	1928	1351	562	602	723	683	1111	563
"ENSG00000028839.10"	680	401	562	510	750	594	150	166	181	250	279	162
"ENSG00000029153.15"	1860	1189	1764	1401	1996	1512	333	377	408	421	558	307
"ENSG00000029363.17"	11162	7078	9893	7518	11211	8199	3035	3396	4188	4520	6217	3604
"ENSG00000029364.12"	2196	1394	1804	1483	2284	1650	583	579	672	713	1050	534
"ENSG00000029534.21"	295	177	223	188	308	185	89	75	117	85	126	75
"ENSG00000029559.7"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000029639.11"	251	153	219	176	246	177	208	235	279	221	319	168
"ENSG00000029725.17"	4257	2695	3574	2759	3931	2987	768	860	1124	1023	1464	826
"ENSG00000029993.15"	2244	1358	1876	1587	2307	1548	335	346	453	483	713	389
"ENSG00000030066.13"	2824	1890	2707	2040	3045	2279	884	898	1012	1290	1922	1070
"ENSG00000030110.14"	1012	556	836	494	829	548	196	158	234	209	275	149
"ENSG00000030304.15"	1	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000030419.17"	150	132	119	148	187	149	56	45	69	84	109	76
"ENSG00000030582.18"	1095	690	869	802	1360	931	738	788	932	1021	1458	814
"ENSG00000031003.11"	717	412	698	468	791	590	582	641	636	705	1079	598
"ENSG00000031081.11"	300	162	273	183	266	205	80	95	101	84	152	69
"ENSG00000031691.7"	350	174	297	403	590	423	66	86	109	188	270	154
"ENSG00000031698.13"	3139	1803	2626	2112	3139	2159	547	547	730	791	1181	608
"ENSG00000031823.14"	1161	674	1013	711	1190	784	699	689	804	640	987	560
"ENSG00000032219.19"	355	228	341	345	462	316	190	207	228	320	397	240
"ENSG00000032389.13"	534	332	518	318	531	361	131	124	144	156	215	127
"ENSG00000032444.17"	226	133	175	160	247	156	118	102	122	148	184	127
"ENSG00000032742.18"	381	207	285	227	335	281	147	151	186	162	225	145
"ENSG00000033011.14"	342	231	303	210	379	315	327	302	388	395	548	374
"ENSG00000033030.15"	750	509	704	455	705	538	388	402	467	524	764	419
"ENSG00000033050.9"	3086	1927	2521	1701	2580	1772	639	611	805	583	892	499
"ENSG00000033100.17"	1084	654	928	577	1003	684	1033	1129	1286	1181	1761	956
"ENSG00000033122.21"	32	19	46	18	46	31	34	25	36	42	65	26
"ENSG00000033170.17"	592	405	447	390	675	455	219	217	257	254	370	240
"ENSG00000033178.13"	2056	1467	1854	1458	2143	1615	741	794	920	901	1245	695
"ENSG00000033327.13"	359	204	313	233	326	233	87	103	120	102	131	62
"ENSG00000033627.17"	1006	622	898	684	1091	749	897	849	1026	957	1416	788
"ENSG00000033800.14"	1851	1123	1548	1188	1707	1237	636	709	802	820	1215	638
"ENSG00000033867.17"	774	542	640	631	984	725	751	816	875	1066	1419	859
"ENSG00000034053.15"	1135	691	967	687	1131	716	209	231	260	299	426	261
"ENSG00000034152.19"	1544	960	1223	993	1464	993	272	233	322	306	489	241
"ENSG00000034239.11"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000034510.6"	2861	1797	2297	2390	3219	2436	243	247	401	457	631	430
"ENSG00000034533.12"	247	122	209	125	212	141	64	68	85	79	125	59
"ENSG00000034677.13"	415	285	382	268	442	294	192	202	253	248	330	199
"ENSG00000034693.15"	533	286	468	317	552	385	156	165	199	221	319	192
"ENSG00000034713.8"	1248	758	1032	879	1370	938	183	161	231	249	369	221
"ENSG00000034971.17"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000035115.22"	87	51	64	78	101	82	101	85	91	136	179	109
"ENSG00000035141.8"	2246	1354	1971	1583	2336	1644	239	238	330	376	511	281
"ENSG00000035403.18"	3157	1976	2579	2843	4914	3321	2920	2857	3405	4638	6584	3555
"ENSG00000035499.13"	1085	743	1012	865	1434	1072	378	366	415	472	655	345
"ENSG00000035664.11"	29	9	29	27	46	34	29	23	23	29	48	18
"ENSG00000035681.9"	446	281	371	347	459	328	165	157	180	224	292	138
"ENSG00000035687.10"	2716	1840	2465	2237	3011	2266	631	722	908	977	1329	800
"ENSG00000035720.8"	0	1	1	0	1	2	0	0	0	1	1	0
"ENSG00000035862.12"	1006	638	832	744	1129	754	278	284	366	379	570	301
"ENSG00000035928.17"	2228	1278	1834	1559	2375	1628	596	630	787	887	1293	742
"ENSG00000036054.13"	896	596	828	731	1164	835	261	238	346	447	613	363
"ENSG00000036257.14"	3763	2322	3113	2353	3418	2518	826	824	1072	926	1446	756
"ENSG00000036448.10"	315	222	270	197	313	213	112	127	150	126	203	108
"ENSG00000036473.8"	0	3	3	4	3	2	2	2	0	0	1	0
"ENSG00000036530.9"	12	8	17	10	22	12	12	16	29	10	22	9
"ENSG00000036549.13"	1792	1112	1483	1366	2071	1475	540	588	634	755	1083	624
"ENSG00000036565.15"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000036672.16"	155	119	160	92	156	118	33	20	48	28	44	27
"ENSG00000036828.17"	0	0	0	1	3	0	0	2	0	0	1	1
"ENSG00000037042.9"	313	161	209	201	319	196	129	133	167	172	248	147
"ENSG00000037241.7"	448	293	381	323	507	335	55	41	80	75	109	74
"ENSG00000037280.16"	1161	716	998	802	1250	797	362	356	383	489	699	379
"ENSG00000037474.15"	6130	3677	5182	3841	5700	3877	1514	1483	1938	1724	2612	1318
"ENSG00000037637.11"	1048	690	955	506	867	557	313	342	377	318	500	286
"ENSG00000037749.13"	1176	839	1037	866	1392	987	763	708	825	1009	1469	846
"ENSG00000037757.14"	1555	913	1200	877	1399	999	645	682	759	820	1200	678
"ENSG00000037897.17"	444	284	410	278	392	246	113	112	153	153	232	122
"ENSG00000037965.6"	316	194	320	224	386	248	236	275	297	295	485	234
"ENSG00000038002.9"	166	135	158	139	201	146	106	164	175	173	234	137
"ENSG00000038210.14"	1038	660	910	763	1232	814	195	193	216	331	407	222
"ENSG00000038219.13"	1445	873	1278	1313	1962	1237	552	561	757	885	1358	715
"ENSG00000038274.17"	1698	1168	1575	1460	2159	1661	285	311	370	554	758	427
"ENSG00000038295.8"	1	0	0	0	0	1	0	1	0	1	1	0
"ENSG00000038358.15"	2440	1517	2080	1422	2450	1662	537	505	644	682	1090	546
"ENSG00000038382.21"	4421	2517	3635	2785	4546	3130	1996	1948	2325	2261	3496	1816
"ENSG00000038427.16"	3980	2701	3199	2849	4729	3529	4475	4556	5312	5351	7722	4279
"ENSG00000038532.16"	1540	903	1301	975	1537	976	386	450	551	449	718	358
"ENSG00000038945.15"	0	0	1	1	0	0	0	0	0	1	1	0
"ENSG00000039068.20"	81	44	65	52	88	80	59	59	60	82	124	64
"ENSG00000039123.16"	3702	2351	3237	2513	3989	2808	1035	1091	1345	1461	2167	1144
"ENSG00000039139.11"	17	7	4	6	12	3	1	4	4	5	5	2
"ENSG00000039319.17"	1832	1291	1678	1424	2329	1653	934	903	1033	1271	1811	957
"ENSG00000039523.20"	1034	676	963	677	1094	714	135	162	204	185	318	158
"ENSG00000039537.14"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000039560.14"	4245	2594	3711	2907	4441	3095	701	741	946	962	1308	779
"ENSG00000039600.11"	11	3	5	6	9	6	1	1	3	4	10	2
"ENSG00000039650.12"	433	250	378	305	461	291	258	290	384	376	580	313
"ENSG00000039987.7"	2	0	0	0	0	1	0	1	2	0	2	3
"ENSG00000040199.18"	1197	740	998	749	1116	763	367	362	436	363	601	280
"ENSG00000040275.17"	1799	1128	1524	1463	2153	1514	495	482	563	583	863	500
"ENSG00000040341.18"	1326	818	1141	1005	1453	1038	289	350	375	373	532	319
"ENSG00000040487.13"	357	215	302	184	292	184	166	130	189	171	259	137
"ENSG00000040531.16"	314	176	241	152	288	184	110	90	97	68	106	80
"ENSG00000040608.14"	297	130	252	158	240	181	61	41	56	49	85	51
"ENSG00000040633.13"	1073	658	958	433	670	419	203	196	273	195	252	137
"ENSG00000040731.10"	0	0	1	0	0	0	0	1	0	2	2	0
"ENSG00000040933.16"	1266	777	1045	816	1232	939	566	585	566	516	830	417
"ENSG00000041353.10"	202	115	168	122	186	129	17	21	30	32	47	23
"ENSG00000041357.16"	4350	2731	3919	3195	4563	3374	836	932	1281	1352	1934	1150
"ENSG00000041515.16"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000041802.11"	903	534	766	511	764	525	361	394	427	336	529	259
"ENSG00000041880.15"	93	55	62	75	119	66	39	23	41	32	52	32
"ENSG00000041982.16"	382	235	303	291	496	311	441	430	545	522	755	443
"ENSG00000041988.16"	460	254	392	237	401	264	157	143	174	199	280	150
"ENSG00000042062.13"	0	0	0	0	0	1	0	0	1	1	1	0
"ENSG00000042088.14"	1315	855	1195	851	1335	953	522	502	589	638	958	514
"ENSG00000042286.15"	423	264	360	279	495	297	92	88	111	128	238	130
"ENSG00000042304.13"	0	0	0	0	1	0	1	0	1	0	1	0
"ENSG00000042317.17"	128	65	96	63	148	85	72	67	91	106	141	71
"ENSG00000042429.12"	492	296	426	288	541	365	355	370	387	471	681	363
"ENSG00000042445.14"	342	222	318	249	476	297	317	319	375	444	632	370
"ENSG00000042493.16"	28	18	31	29	43	22	10	7	18	6	14	13
"ENSG00000042753.12"	1676	1021	1442	1058	1724	1218	225	178	260	269	347	268
"ENSG00000042781.14"	0	0	0	0	0	0	0	1	0	0	2	0
"ENSG00000042813.8"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000042832.12"	0	1	0	0	1	0	0	1	0	0	3	1
"ENSG00000042980.13"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000043039.7"	518	315	450	354	545	349	53	57	66	81	112	70
"ENSG00000043093.15"	1880	1307	1724	1252	2008	1452	394	436	463	572	760	488
"ENSG00000043143.22"	403	228	340	245	387	264	101	110	160	122	196	112
"ENSG00000043355.12"	2552	1601	2184	1514	2344	1638	575	555	702	800	1183	599
"ENSG00000043462.13"	0	0	0	2	0	1	0	0	0	0	0	0
"ENSG00000043514.17"	571	351	484	388	577	461	344	388	392	423	679	371
"ENSG00000043591.6"	25	13	21	12	15	11	9	5	12	12	18	11
"ENSG00000044012.4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000044090.13"	730	464	655	537	871	641	303	321	373	472	775	374
"ENSG00000044115.21"	6282	3845	5065	4098	6448	4576	1210	1230	1587	1683	2468	1310
"ENSG00000044446.12"	1323	859	1185	855	1382	906	862	900	1001	1005	1418	747
"ENSG00000044459.15"	725	430	597	479	838	539	345	386	418	460	773	417
"ENSG00000044524.11"	587	390	523	444	748	555	325	334	358	505	652	345
"ENSG00000044574.9"	2504	1766	2117	1626	2709	1835	2423	2567	3216	2861	3926	2373
"ENSG00000046604.14"	2118	1487	1830	1625	2600	1821	1180	1212	1400	1567	2233	1267
"ENSG00000046647.14"	359	298	305	274	398	276	186	212	231	237	322	185
"ENSG00000046651.16"	563	373	452	451	688	482	640	677	741	819	1382	691
"ENSG00000046653.15"	1463	1036	1360	1062	1720	1137	664	707	846	880	1086	709
"ENSG00000046774.10"	10	5	7	6	10	7	2	0	0	3	1	0
"ENSG00000046889.19"	404	262	359	303	426	319	210	193	207	263	359	190
"ENSG00000047056.17"	663	413	557	448	715	479	252	253	251	336	498	275
"ENSG00000047188.16"	3200	2075	2838	2172	3231	2385	1501	1509	1800	1674	2448	1390
"ENSG00000047230.15"	695	467	616	444	721	474	174	206	209	181	338	176
"ENSG00000047249.18"	655	445	641	516	759	562	136	167	190	292	410	234
"ENSG00000047315.17"	4224	2678	3746	2629	3913	2917	914	1020	1224	1243	1948	1034
"ENSG00000047346.13"	382	223	342	350	542	381	181	208	220	287	422	251
"ENSG00000047365.13"	801	469	699	667	967	658	388	335	434	523	703	403
"ENSG00000047410.14"	8647	5143	7189	6701	9815	6964	2472	2719	3616	4037	5948	3308
"ENSG00000047457.14"	0	0	0	0	0	1	2	0	0	0	0	0
"ENSG00000047578.14"	710	358	588	403	642	459	312	302	404	309	492	267
"ENSG00000047579.20"	408	264	321	260	388	244	125	92	174	119	183	110
"ENSG00000047597.7"	374	278	318	291	432	301	99	105	131	135	167	94
"ENSG00000047617.17"	8	7	10	2	8	8	5	12	8	11	11	1
"ENSG00000047621.12"	968	684	984	721	1132	742	317	351	379	403	598	329
"ENSG00000047634.15"	5220	3506	4962	4237	6102	4532	2628	2741	2827	3180	4438	2596
"ENSG00000047644.20"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000047648.23"	0	1	1	6	6	1	6	11	15	19	22	4
"ENSG00000047662.5"	12	18	14	14	15	8	10	4	11	10	18	3
"ENSG00000047849.22"	6446	3848	5533	4401	6578	4436	912	1009	1351	1304	1885	964
"ENSG00000047932.14"	1781	1223	1582	1431	2075	1461	577	601	728	911	1157	677
"ENSG00000047936.11"	3	0	1	1	3	2	1	1	1	1	2	1
"ENSG00000048028.11"	1559	1063	1407	1102	1730	1213	349	364	491	438	688	360
"ENSG00000048052.24"	253	135	191	187	228	156	120	109	139	150	228	122
"ENSG00000048140.18"	772	449	694	465	865	552	203	243	296	196	301	167
"ENSG00000048162.22"	436	240	332	256	374	275	156	172	201	206	272	159
"ENSG00000048342.18"	166	109	165	165	212	123	83	63	104	90	146	86
"ENSG00000048392.13"	1142	762	1069	775	1114	836	178	138	266	269	321	180
"ENSG00000048405.11"	1329	818	1199	788	1232	862	566	505	645	741	1013	664
"ENSG00000048462.11"	0	0	0	0	1	0	0	2	1	0	0	0
"ENSG00000048471.14"	606	386	532	415	618	415	160	200	242	185	317	165
"ENSG00000048540.16"	3	1	2	1	3	2	0	1	0	0	1	1
"ENSG00000048544.6"	1513	1033	1393	947	1295	1048	192	213	265	264	403	201
"ENSG00000048545.17"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000048649.14"	1795	1087	1574	1443	2239	1590	421	465	608	791	1094	620
"ENSG00000048707.15"	3064	1864	2477	1720	2869	2005	1394	1493	1722	1251	2085	1050
"ENSG00000048740.19"	3160	2081	2897	2193	3346	2487	644	634	757	799	1191	644
"ENSG00000048828.17"	5304	3274	4493	3749	5671	3929	1082	1087	1328	1249	1996	1090
"ENSG00000048991.17"	1881	1166	1582	1377	2073	1451	372	379	444	383	569	274
"ENSG00000049089.15"	30	25	26	15	43	26	17	15	14	22	28	13
"ENSG00000049130.16"	1374	875	1303	985	1411	984	340	395	442	459	630	308
"ENSG00000049167.16"	1039	664	932	753	1025	777	496	541	652	487	773	418
"ENSG00000049192.15"	54	24	39	49	57	40	58	51	61	51	105	68
"ENSG00000049239.13"	1686	1021	1424	963	1732	1094	624	538	735	743	1035	544
"ENSG00000049245.13"	3329	2119	3008	2268	3474	2510	358	410	423	557	765	438
"ENSG00000049246.15"	118	92	118	71	123	89	35	49	51	29	78	33
"ENSG00000049247.14"	1	0	0	0	1	0	0	0	0	0	0	1
"ENSG00000049249.9"	20	24	17	14	20	7	8	15	15	10	12	18
"ENSG00000049283.19"	0	2	3	1	3	3	1	5	0	6	5	0
"ENSG00000049323.16"	832	495	687	609	1000	736	796	768	899	933	1433	780
"ENSG00000049449.10"	1519	955	1253	1170	1710	1225	583	651	804	801	1056	703
"ENSG00000049540.19"	0	0	0	1	1	0	0	0	0	0	0	0
"ENSG00000049541.11"	2150	1312	1915	1383	2257	1558	328	300	390	466	732	393
"ENSG00000049618.24"	2162	1360	1927	1519	2416	1702	1247	1136	1428	1393	2192	1134
"ENSG00000049656.14"	3559	2254	3235	2224	3583	2539	787	766	830	689	1067	573
