gene/TE	cytoplasmic_dmso_3hrs_1	cytoplasmic_dmso_3hrs_2	cytoplasmic_dmso_3hrs_3	cytoplasmic_kpt185_3hrs_1	cytoplasmic_kpt185_3hrs_2	cytoplasmic_kpt185_3hrs_3	nuclear_dmso_3hrs_1	nuclear_dmso_3hrs_2	nuclear_dmso_3hrs_3	nuclear_kpt185_3hrs_1	nuclear_kpt185_3hrs_2	nuclear_kpt185_3hrs_3
"ENSG00000282993.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000282994.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000282995.1"	0	0	1	0	1	3	1	0	0	2	1	1
"ENSG00000282996.1"	0	0	1	2	0	2	0	0	1	2	0	2
"ENSG00000282997.1"	1	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000282998.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283000.2"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000283001.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283003.3"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000283005.1"	1	0	1	1	1	1	0	0	0	0	1	0
"ENSG00000283010.1"	9	7	6	6	10	7	3	4	5	4	12	2
"ENSG00000283016.1"	1	1	1	0	0	3	1	0	3	0	3	3
"ENSG00000283020.1"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000283023.1"	7	3	1	1	2	7	4	4	0	7	3	3
"ENSG00000283025.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283031.2"	0	1	1	1	0	0	0	0	1	1	1	3
"ENSG00000283033.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283036.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283039.1"	1	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000283040.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283041.1"	1452	709	1095	1212	1839	1127	70	71	96	120	212	94
"ENSG00000283043.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283044.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283045.1"	6	6	1	5	2	5	14	16	20	27	31	21
"ENSG00000283047.1"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000283050.3"	362	259	301	331	465	316	244	245	294	355	570	295
"ENSG00000283051.1"	0	0	0	0	0	0	0	0	0	1	1	1
"ENSG00000283052.1"	0	0	0	0	0	0	1	0	1	3	7	2
"ENSG00000283053.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283057.1"	1	0	1	1	1	0	1	4	2	5	3	2
"ENSG00000283058.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283061.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283063.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283064.1"	2	2	2	2	2	4	1	4	4	4	2	2
"ENSG00000283065.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283069.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283071.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283072.3"	0	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000283075.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283076.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283078.1"	11	13	11	9	28	11	6	5	7	22	25	18
"ENSG00000283083.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283084.1"	1	0	0	1	1	0	0	4	1	6	6	1
"ENSG00000283093.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283095.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283096.1"	0	0	1	0	0	0	0	1	0	0	1	2
"ENSG00000283097.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283098.2"	2	2	2	2	8	4	1	2	1	1	3	3
"ENSG00000283101.1"	4	2	2	1	2	4	7	5	6	4	9	7
"ENSG00000283103.4"	127	81	131	107	143	96	30	17	30	17	40	18
"ENSG00000283108.2"	1	0	0	1	0	0	3	0	1	0	0	3
"ENSG00000283110.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283117.1"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000283118.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283122.1"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000283123.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283125.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283126.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283128.3"	92	57	95	67	109	92	90	86	97	110	192	101
"ENSG00000283130.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283131.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283132.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283133.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283136.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283138.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283141.1"	4	4	2	4	0	1	8	13	5	7	8	6
"ENSG00000283142.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283145.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283146.1"	0	0	0	0	0	0	2	0	0	0	1	0
"ENSG00000283148.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283149.1"	51	43	47	51	77	45	21	28	37	35	45	27
"ENSG00000283152.1"	0	0	0	0	0	0	4	0	0	0	1	0
"ENSG00000283154.3"	335	184	270	219	392	245	80	77	91	136	218	110
"ENSG00000283155.1"	8	9	16	8	14	10	12	15	12	13	28	13
"ENSG00000283156.1"	1	1	0	0	2	0	1	1	0	2	6	3
"ENSG00000283157.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283159.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283160.1"	32	12	17	17	23	19	1	4	12	8	11	7
"ENSG00000283162.2"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000283164.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283165.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283166.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283167.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283170.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283172.1"	1	2	1	0	1	0	7	6	11	12	21	9
"ENSG00000283174.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283175.1"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000283176.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283178.1"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000283180.1"	4	0	1	1	4	0	1	1	1	7	4	0
"ENSG00000283183.3"	74	56	63	43	76	43	32	25	35	31	80	43
"ENSG00000283188.1"	0	0	0	0	0	0	0	1	0	1	0	1
"ENSG00000283189.2"	56	26	43	35	51	43	22	29	33	41	60	40
"ENSG00000283193.1"	0	0	1	0	2	0	2	0	1	2	2	2
"ENSG00000283195.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283196.2"	27	18	19	30	42	24	12	17	24	21	46	21
"ENSG00000283197.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283199.3"	7	3	4	4	3	9	5	11	12	7	11	5
"ENSG00000283200.1"	1	0	1	0	0	1	4	9	9	4	6	4
"ENSG00000283201.1"	213	139	183	157	244	168	65	48	90	98	160	76
"ENSG00000283202.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283203.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283204.1"	0	0	0	0	1	0	1	3	2	3	0	2
"ENSG00000283205.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283206.1"	0	3	0	0	2	0	0	0	0	1	1	1
"ENSG00000283207.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283208.2"	39	35	40	38	59	51	28	35	52	57	67	38
"ENSG00000283209.1"	1	0	0	1	0	0	1	0	0	0	0	0
"ENSG00000283210.1"	0	1	0	0	0	0	1	1	2	1	1	1
"ENSG00000283211.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283212.1"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000283213.1"	1	0	0	1	0	0	1	1	2	0	0	2
"ENSG00000283214.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283215.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283217.1"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000283218.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283219.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283221.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283222.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283225.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283227.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283228.1"	507	325	443	375	562	410	115	121	126	145	196	110
"ENSG00000283230.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283232.1"	0	0	0	0	0	0	0	0	0	1	1	0
"ENSG00000283234.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283235.2"	3	1	4	2	6	7	5	6	3	5	11	4
"ENSG00000283236.1"	30	11	20	16	19	20	64	54	75	62	104	64
"ENSG00000283237.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283238.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283239.1"	490	262	419	290	490	349	170	164	194	166	265	142
"ENSG00000283240.1"	0	0	1	2	3	2	2	0	3	2	5	5
"ENSG00000283242.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283246.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283247.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283249.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283251.1"	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000283255.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283256.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283257.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283258.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283259.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283262.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283265.1"	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000283267.2"	0	1	0	0	1	0	0	0	0	0	0	0
"ENSG00000283268.1"	0	0	0	0	0	1	1	0	1	0	1	0
"ENSG00000283269.1"	57	34	55	32	65	46	150	158	141	149	250	131
"ENSG00000283270.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283271.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283273.1"	3	0	1	4	0	2	3	5	8	4	8	4
"ENSG00000283274.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283275.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283278.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283279.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283281.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283283.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283285.1"	1	0	2	0	0	0	0	0	0	0	0	0
"ENSG00000283286.2"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000283288.2"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000283289.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283290.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283291.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283293.1"	30349	18052	24201	22789	32783	23420	7720	8347	9844	11899	15748	11594
"ENSG00000283294.1"	10	9	9	11	9	11	17	20	17	16	41	12
"ENSG00000283296.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283297.2"	0	0	0	0	0	0	3	1	0	4	1	0
"ENSG00000283298.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283300.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283301.1"	1	3	3	0	1	0	0	1	1	3	1	0
"ENSG00000283303.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283304.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283307.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283311.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283312.1"	10	5	1	3	3	2	7	8	7	13	21	6
"ENSG00000283313.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283314.1"	0	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000283317.1"	0	1	1	2	0	1	0	1	0	0	0	0
"ENSG00000283320.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283321.1"	281	196	270	235	383	276	54	65	72	94	136	72
"ENSG00000283324.1"	1	0	0	0	0	0	0	0	1	3	0	0
"ENSG00000283326.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283327.1"	1	1	2	0	1	1	5	4	3	2	2	4
"ENSG00000283329.2"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSG00000283330.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283333.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283334.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283335.1"	0	0	0	0	1	0	0	0	1	0	3	0
"ENSG00000283337.1"	0	0	0	1	0	0	0	2	2	3	1	1
"ENSG00000283338.1"	0	3	0	0	0	0	2	2	0	2	2	0
"ENSG00000283339.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283340.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283341.3"	277	179	266	200	348	264	169	149	185	231	294	154
"ENSG00000283342.1"	0	1	0	1	0	0	2	3	3	0	2	4
"ENSG00000283343.1"	0	0	1	0	0	1	0	0	0	0	2	1
"ENSG00000283345.1"	10	10	12	0	15	14	6	5	4	5	14	5
"ENSG00000283346.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283347.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283349.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283351.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283352.1"	37	21	36	25	43	38	23	21	31	23	45	18
"ENSG00000283354.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283355.1"	8	2	15	4	6	5	23	18	16	14	15	12
"ENSG00000283356.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283359.1"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000283360.1"	0	0	0	2	1	0	2	3	3	2	5	3
"ENSG00000283361.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283364.1"	0	1	0	0	0	0	0	0	0	1	4	0
"ENSG00000283365.1"	0	0	1	1	0	1	0	0	0	0	0	0
"ENSG00000283366.2"	3	2	3	2	2	4	2	0	0	2	2	2
"ENSG00000283367.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283369.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283371.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283372.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283375.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283376.1"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000283377.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283378.1"	1	1	0	0	1	1	2	2	1	1	0	0
"ENSG00000283379.1"	1	0	0	0	1	0	0	1	2	3	2	1
"ENSG00000283380.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283381.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283383.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283384.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283385.1"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000283386.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283389.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283390.1"	18	10	20	15	21	18	3	3	3	5	7	4
"ENSG00000283392.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283393.1"	0	0	1	1	1	3	2	3	1	0	6	3
"ENSG00000283394.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283399.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283400.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283402.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283403.1"	38	19	43	28	50	32	47	49	53	70	111	56
"ENSG00000283405.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283408.2"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000283409.1"	1	0	0	0	0	1	2	2	1	4	5	3
"ENSG00000283411.1"	95	63	87	53	92	72	24	22	34	32	44	27
"ENSG00000283412.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283413.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283414.1"	0	1	1	0	1	1	1	2	5	2	3	3
"ENSG00000283415.2"	8	11	4	6	9	8	16	10	23	24	38	22
"ENSG00000283416.1"	0	0	0	0	1	0	0	0	1	0	5	0
"ENSG00000283417.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283418.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283419.1"	0	0	0	0	0	0	1	0	0	0	2	0
"ENSG00000283420.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283421.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283422.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283423.1"	0	0	0	0	1	1	0	1	4	3	3	3
"ENSG00000283426.1"	1	1	2	2	2	2	3	4	2	6	6	1
"ENSG00000283427.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283428.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283429.1"	4	5	11	5	9	7	0	0	0	2	0	1
"ENSG00000283431.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283432.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283433.1"	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000283434.2"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000283435.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283436.1"	0	0	0	1	0	0	0	3	1	0	0	0
"ENSG00000283438.1"	1	1	0	0	0	0	0	0	0	2	1	0
"ENSG00000283439.4"	2	1	1	1	1	0	1	0	0	0	1	0
"ENSG00000283440.1"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000283441.1"	0	1	0	0	0	1	1	0	0	0	1	2
"ENSG00000283442.1"	0	0	0	0	0	0	0	0	0	2	0	0
"ENSG00000283443.2"	0	0	1	0	0	0	0	1	0	0	1	2
"ENSG00000283444.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283445.1"	0	0	0	0	1	1	1	0	4	1	0	0
"ENSG00000283446.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283450.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283451.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283452.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283453.2"	3	1	2	0	2	2	1	2	3	3	9	2
"ENSG00000283455.1"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000283456.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283457.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283458.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283459.1"	0	0	0	0	0	0	0	0	0	3	1	0
"ENSG00000283461.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283462.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283463.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283464.1"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000283468.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283469.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283471.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283473.5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283474.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283475.1"	16	13	16	14	26	14	2	2	2	5	5	2
"ENSG00000283476.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283477.1"	0	0	0	0	0	1	0	2	1	0	3	0
"ENSG00000283479.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283480.1"	12	12	16	8	14	8	1	4	4	2	4	1
"ENSG00000283481.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283483.1"	1	1	3	1	4	2	6	12	11	11	17	5
"ENSG00000283484.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283486.2"	141	76	139	98	122	91	147	148	172	165	309	133
"ENSG00000283487.1"	0	0	0	0	1	0	0	2	2	3	8	2
"ENSG00000283489.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283490.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283491.1"	6	6	4	4	10	5	4	7	2	11	10	4
"ENSG00000283492.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283493.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283496.1"	219	148	203	170	289	192	41	43	35	52	77	45
"ENSG00000283497.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283498.1"	1596	816	1140	1334	1812	1186	48	43	89	95	145	78
"ENSG00000283499.1"	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283502.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283503.3"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000283504.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283505.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283506.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283507.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283509.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283511.1"	0	0	0	0	1	0	0	0	0	0	4	0
"ENSG00000283513.1"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000283514.1"	0	0	0	0	1	0	2	3	0	6	12	3
"ENSG00000283515.1"	574	312	452	275	436	302	149	184	210	180	280	145
"ENSG00000283516.1"	1	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000283517.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283518.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283519.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283522.1"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSG00000283523.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283524.2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283525.1"	0	1	2	0	3	2	0	1	0	0	1	1
"ENSG00000283526.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283527.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283528.2"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000283529.1"	5	1	4	2	1	6	2	6	1	1	1	1
"ENSG00000283532.1"	0	0	1	0	0	0	0	0	1	0	0	0
"ENSG00000283534.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283535.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283536.2"	0	1	0	0	0	0	0	0	0	0	1	0
"ENSG00000283537.2"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000283538.3"	1	0	2	0	2	1	0	0	3	0	0	2
"ENSG00000283540.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283541.1"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000283542.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283544.1"	7	7	4	0	2	3	1	0	1	0	1	2
"ENSG00000283545.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283546.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283547.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283549.1"	70	49	66	55	86	58	24	14	20	27	40	27
"ENSG00000283550.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283551.1"	5	1	1	4	4	5	5	8	11	6	10	7
"ENSG00000283554.1"	0	0	1	0	0	0	0	0	0	0	1	0
"ENSG00000283555.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283556.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283558.1"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000283559.2"	2	0	1	1	1	1	3	3	4	4	4	5
"ENSG00000283561.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283562.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283563.1"	35	24	24	27	36	32	42	34	41	45	73	33
"ENSG00000283564.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283566.2"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000283567.2"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000283568.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283569.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283571.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283572.1"	3	0	0	0	2	0	2	1	1	0	3	1
"ENSG00000283573.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283575.1"	0	0	1	0	0	0	0	0	0	2	2	0
"ENSG00000283576.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283578.1"	1	0	2	0	2	2	5	3	5	11	13	11
"ENSG00000283579.1"	1	2	1	0	0	0	0	0	0	0	0	0
"ENSG00000283580.4"	105	54	89	71	114	66	28	26	34	39	64	35
"ENSG00000283582.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283583.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283584.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283586.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283587.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283588.1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000283591.1"	0	0	0	0	0	0	0	0	0	0	0	0
